date,time,id,room,floor,adress,zip_code,pulse,steps,mood,last_active,active
01.10.2022,00:35:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,155,no
01.10.2022,00:36:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,156,no
01.10.2022,00:37:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,157,no
01.10.2022,00:38:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,158,no
01.10.2022,00:39:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,159,no
01.10.2022,00:40:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,160,no
01.10.2022,00:41:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,161,no
01.10.2022,00:42:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,162,no
01.10.2022,00:43:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,163,no
01.10.2022,00:44:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,164,no
01.10.2022,00:45:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,165,no
01.10.2022,00:46:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,166,no
01.10.2022,00:47:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,167,no
01.10.2022,00:48:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,168,no
01.10.2022,00:49:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,169,no
01.10.2022,00:50:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,170,no
01.10.2022,00:51:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,171,no
01.10.2022,00:52:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,172,no
01.10.2022,00:53:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,173,no
01.10.2022,00:54:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,174,no
01.10.2022,00:55:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,175,no
01.10.2022,00:56:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,176,no
01.10.2022,00:57:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,177,no
01.10.2022,00:58:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,178,no
01.10.2022,00:59:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,179,no
01.10.2022,01:00:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,180,no
01.10.2022,01:01:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,181,no
01.10.2022,01:02:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,182,no
01.10.2022,01:03:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,183,no
01.10.2022,01:04:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,184,no
01.10.2022,01:05:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,185,no
01.10.2022,01:06:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,186,no
01.10.2022,01:07:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,187,no
01.10.2022,01:08:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,188,no
01.10.2022,01:09:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,189,no
01.10.2022,01:10:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,190,no
01.10.2022,01:11:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,191,no
01.10.2022,01:12:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,192,no
01.10.2022,01:13:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,193,no
01.10.2022,01:14:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,194,no
01.10.2022,01:15:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,195,no
01.10.2022,01:16:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,196,no
01.10.2022,01:17:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,197,no
01.10.2022,01:18:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,198,no
01.10.2022,01:19:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,199,no
01.10.2022,01:20:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,200,no
01.10.2022,01:21:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,201,no
01.10.2022,01:22:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,202,no
01.10.2022,01:23:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,203,no
01.10.2022,01:24:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,204,no
01.10.2022,01:25:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,205,no
01.10.2022,01:26:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,206,no
01.10.2022,01:27:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,207,no
01.10.2022,01:28:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,208,no
01.10.2022,01:29:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,209,no
01.10.2022,01:30:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,210,no
01.10.2022,01:31:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,211,no
01.10.2022,01:32:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,212,no
01.10.2022,01:33:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,213,no
01.10.2022,01:34:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,214,no
01.10.2022,01:35:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,215,no
01.10.2022,01:36:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,216,no
01.10.2022,01:37:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,217,no
01.10.2022,01:38:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,218,no
01.10.2022,01:39:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,219,no
01.10.2022,01:40:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,220,no
01.10.2022,01:41:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,221,no
01.10.2022,01:42:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,222,no
01.10.2022,01:43:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,223,no
01.10.2022,01:44:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,224,no
01.10.2022,01:45:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,225,no
01.10.2022,01:46:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,226,no
01.10.2022,01:47:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,227,no
01.10.2022,01:48:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,228,no
01.10.2022,01:49:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,229,no
01.10.2022,01:50:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,230,no
01.10.2022,01:51:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,231,no
01.10.2022,01:52:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,232,no
01.10.2022,01:53:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,233,no
01.10.2022,01:54:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,234,no
01.10.2022,01:55:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,235,no
01.10.2022,01:56:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,236,no
01.10.2022,01:57:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,NaN,237,no
01.10.2022,01:58:00,23242526,330,3,Luckenwalder Str. 4,10963,,0,nervous,238,yes
01.10.2022,01:59:00,23242526,330,3,Luckenwalder Str. 4,10963,,2,nervous,0,yes
01.10.2022,02:00:00,23242526,330,3,Luckenwalder Str. 4,10963,,4,nervous,0,yes
01.10.2022,02:01:00,23242526,330,3,Luckenwalder Str. 4,10963,,6,nervous,0,yes
01.10.2022,02:02:00,23242526,330,3,Luckenwalder Str. 4,10963,,9,nervous,0,yes
01.10.2022,02:03:00,23242526,330,3,Luckenwalder Str. 4,10963,,10,nervous,0,yes
01.10.2022,02:04:00,23242526,330,3,Luckenwalder Str. 4,10963,,11,nervous,0,yes
01.10.2022,02:05:00,23242526,330,3,Luckenwalder Str. 4,10963,,12,nervous,0,yes
01.10.2022,02:06:00,23242526,330,3,Luckenwalder Str. 4,10963,,12,nervous,0,yes
01.10.2022,02:07:00,23242526,330,3,Luckenwalder Str. 4,10963,,13,nervous,0,yes
01.10.2022,02:08:00,23242526,330,3,Luckenwalder Str. 4,10963,,13,nervous,0,yes
01.10.2022,02:09:00,23242526,330,3,Luckenwalder Str. 4,10963,,13,nervous,0,yes
01.10.2022,02:10:00,23242526,330,3,Luckenwalder Str. 4,10963,,15,nervous,0,yes
01.10.2022,02:11:00,23242526,330,3,Luckenwalder Str. 4,10963,,17,nervous,0,yes
01.10.2022,02:12:00,23242526,330,3,Luckenwalder Str. 4,10963,,17,nervous,0,yes
01.10.2022,02:13:00,23242526,330,3,Luckenwalder Str. 4,10963,,21,nervous,0,yes
01.10.2022,02:14:00,23242526,330,3,Luckenwalder Str. 4,10963,,21,nervous,0,yes
01.10.2022,02:15:00,23242526,330,3,Luckenwalder Str. 4,10963,,22,nervous,0,yes
01.10.2022,02:16:00,23242526,330,3,Luckenwalder Str. 4,10963,,24,nervous,0,yes
01.10.2022,02:17:00,23242526,330,3,Luckenwalder Str. 4,10963,,25,nervous,0,yes
01.10.2022,02:18:00,23242526,330,3,Luckenwalder Str. 4,10963,,28,nervous,0,yes
01.10.2022,02:19:00,23242526,330,3,Luckenwalder Str. 4,10963,,29,nervous,0,yes
01.10.2022,02:20:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,nervous,0,yes
01.10.2022,02:21:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,nervous,0,yes
01.10.2022,02:22:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,nervous,0,yes
01.10.2022,02:23:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,nervous,0,yes
01.10.2022,02:24:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,,no
01.10.2022,02:25:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,1,no
01.10.2022,02:26:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,2,no
01.10.2022,02:27:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,3,no
01.10.2022,02:28:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,4,no
01.10.2022,02:29:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,5,no
01.10.2022,02:30:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,6,no
01.10.2022,02:31:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,7,no
01.10.2022,02:32:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,8,no
01.10.2022,02:33:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,9,no
01.10.2022,02:34:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,10,no
01.10.2022,02:35:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,11,no
01.10.2022,02:36:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,12,no
01.10.2022,02:37:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,13,no
01.10.2022,02:38:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,14,no
01.10.2022,02:39:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,15,no
01.10.2022,02:40:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,16,no
01.10.2022,02:41:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,17,no
01.10.2022,02:42:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,18,no
01.10.2022,02:43:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,19,no
01.10.2022,02:44:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,20,no
01.10.2022,02:45:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,21,no
01.10.2022,02:46:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,22,no
01.10.2022,02:47:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,23,no
01.10.2022,02:48:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,24,no
01.10.2022,02:49:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,25,no
01.10.2022,02:50:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,26,no
01.10.2022,02:51:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,27,no
01.10.2022,02:52:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,28,no
01.10.2022,02:53:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,29,no
01.10.2022,02:54:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,30,no
01.10.2022,02:55:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,31,no
01.10.2022,02:56:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,32,no
01.10.2022,02:57:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,33,no
01.10.2022,02:58:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,34,no
01.10.2022,02:59:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,35,no
01.10.2022,03:00:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,36,no
01.10.2022,03:01:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,37,no
01.10.2022,03:02:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,38,no
01.10.2022,03:03:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,39,no
01.10.2022,03:04:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,40,no
01.10.2022,03:05:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,41,no
01.10.2022,03:06:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,42,no
01.10.2022,03:07:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,43,no
01.10.2022,03:08:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,44,no
01.10.2022,03:09:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,45,no
01.10.2022,03:10:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,46,no
01.10.2022,03:11:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,47,no
01.10.2022,03:12:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,48,no
01.10.2022,03:13:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,49,no
01.10.2022,03:14:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,50,no
01.10.2022,03:15:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,51,no
01.10.2022,03:16:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,52,no
01.10.2022,03:17:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,53,no
01.10.2022,03:18:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,54,no
01.10.2022,03:19:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,55,no
01.10.2022,03:20:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,56,no
01.10.2022,03:21:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,57,no
01.10.2022,03:22:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,58,no
01.10.2022,03:23:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,59,no
01.10.2022,03:24:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,60,no
01.10.2022,03:25:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,61,no
01.10.2022,03:26:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,62,no
01.10.2022,03:27:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,63,no
01.10.2022,03:28:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,64,no
01.10.2022,03:29:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,65,no
01.10.2022,03:30:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,66,no
01.10.2022,03:31:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,67,no
01.10.2022,03:32:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,68,no
01.10.2022,03:33:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,69,no
01.10.2022,03:34:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,70,no
01.10.2022,03:35:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,71,no
01.10.2022,03:36:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,72,no
01.10.2022,03:37:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,73,no
01.10.2022,03:38:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,74,no
01.10.2022,03:39:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,75,no
01.10.2022,03:40:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,76,no
01.10.2022,03:41:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,77,no
01.10.2022,03:42:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,78,no
01.10.2022,03:43:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,79,no
01.10.2022,03:44:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,80,no
01.10.2022,03:45:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,81,no
01.10.2022,03:46:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,82,no
01.10.2022,03:47:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,83,no
01.10.2022,03:48:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,84,no
01.10.2022,03:49:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,85,no
01.10.2022,03:50:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,86,no
01.10.2022,03:51:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,87,no
01.10.2022,03:52:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,88,no
01.10.2022,03:53:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,89,no
01.10.2022,03:54:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,90,no
01.10.2022,03:55:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,91,no
01.10.2022,03:56:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,92,no
01.10.2022,03:57:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,93,no
01.10.2022,03:58:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,94,no
01.10.2022,03:59:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,95,no
01.10.2022,04:00:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,96,no
01.10.2022,04:01:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,97,no
01.10.2022,04:02:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,98,no
01.10.2022,04:03:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,99,no
01.10.2022,04:04:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,100,no
01.10.2022,04:05:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,101,no
01.10.2022,04:06:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,102,no
01.10.2022,04:07:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,103,no
01.10.2022,04:08:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,104,no
01.10.2022,04:09:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,105,no
01.10.2022,04:10:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,106,no
01.10.2022,04:11:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,107,no
01.10.2022,04:12:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,108,no
01.10.2022,04:13:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,109,no
01.10.2022,04:14:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,110,no
01.10.2022,04:15:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,111,no
01.10.2022,04:16:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,112,no
01.10.2022,04:17:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,113,no
01.10.2022,04:18:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,114,no
01.10.2022,04:19:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,115,no
01.10.2022,04:20:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,116,no
01.10.2022,04:21:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,117,no
01.10.2022,04:22:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,118,no
01.10.2022,04:23:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,119,no
01.10.2022,04:24:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,120,no
01.10.2022,04:25:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,121,no
01.10.2022,04:26:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,122,no
01.10.2022,04:27:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,123,no
01.10.2022,04:28:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,124,no
01.10.2022,04:29:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,125,no
01.10.2022,04:30:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,126,no
01.10.2022,04:31:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,127,no
01.10.2022,04:32:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,128,no
01.10.2022,04:33:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,129,no
01.10.2022,04:34:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,130,no
01.10.2022,04:35:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,131,no
01.10.2022,04:36:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,132,no
01.10.2022,04:37:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,133,no
01.10.2022,04:38:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,134,no
01.10.2022,04:39:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,135,no
01.10.2022,04:40:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,136,no
01.10.2022,04:41:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,137,no
01.10.2022,04:42:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,138,no
01.10.2022,04:43:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,139,no
01.10.2022,04:44:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,140,no
01.10.2022,04:45:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,141,no
01.10.2022,04:46:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,142,no
01.10.2022,04:47:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,143,no
01.10.2022,04:48:00,23242526,330,3,Luckenwalder Str. 4,10963,,30,NaN,144,no
